word1,word2,mean(remove_extreme_annotator),sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,mean
かぐわしい,芳しい,9.6,10,8,10,10,10,10,7,6,10,9,9.0
かぐわしく,芳しく,9.6,10,8,10,10,10,10,7,6,10,9,9.0
かぐわしく,香り良く,8.8,8,9,9,10,8,9,7,6,8,10,8.4
かぐわしく,香り高く,9,9,9,9,10,8,9,7,6,8,9,8.4
かっこわるかった,意気地なしだった,6.6,8,9,6,4,6,8,2,3,0,2,4.8
かなしい,悲しい,10,10,10,10,10,10,10,10,10,10,10,10.0
か細い,乏しい,6,6,8,7,2,7,7,1,2,5,0,4.5
か細い,弱々しい,8.2,7,8,9,9,8,8,6,9,7,8,7.9
か細い,か弱い,8,8,8,7,10,7,8,4,7,7,9,7.5
か細い,力ない,6.8,7,8,7,4,8,9,4,7,8,7,6.9
か細い,弱弱しい,8,7,8,7,10,8,8,6,9,7,9,7.9
か弱い,細い,4.6,2,5,5,4,7,7,1,5,7,6,4.9
か弱い,弱い,8.4,9,6,9,10,8,7,5,8,8,10,8.0
きつい,苦しい,7.2,9,8,5,6,8,8,6,7,8,7,7.2
きつい,厳しい,7.8,9,8,5,9,8,8,4,7,8,6,7.2
きつかった,つらかった,9,9,9,10,9,8,9,7,6,8,7,8.2
きつかった,厳しかった,8,9,8,8,7,8,8,4,6,7,6,7.1
きつかった,辛かった,9,9,9,9,10,8,9,7,7,8,7,8.3
きつきつな,狭い,6.8,4,8,6,8,8,8,7,3,8,8,6.8
きめ細かく,細かく,5.8,3,7,3,8,8,8,5,4,8,7,6.1
くやしい,不甲斐ない,6.4,6,6,10,4,6,6,5,2,6,7,5.8
くやしい,情けない,7,6,9,8,6,6,8,5,4,6,7,6.5
けたたましい,凄い,4.8,6,6,2,3,7,8,5,3,6,8,5.4
けたたましい,すさまじい,7,7,8,10,3,7,8,4,6,7,8,6.8
けたたましい,やかましい,8,6,8,8,10,8,8,5,7,8,9,7.7
けたたましい,ものすごい,6.2,5,7,6,6,7,8,5,6,6,8,6.4
けたたましい,物凄い,6.4,6,7,6,6,7,8,5,6,6,8,6.5
けたたましい,うるさい,8.8,8,9,9,10,8,8,6,7,7,9,8.1
けたたましい,騒がしい,8.8,8,9,9,10,8,9,4,7,6,9,7.9
けたたましい,すごい,5.2,5,5,5,4,7,8,4,6,3,8,5.5
けたたましい,騒々しい,8.8,9,9,9,9,8,8,6,7,7,10,8.2
けたたましい,甲高い,6.8,8,8,8,2,8,6,2,3,0,6,5.1
けたたましく,激しく,7.2,8,6,10,5,7,8,5,3,3,8,6.3
けたたましく,やかましく,8.4,7,8,10,9,8,7,5,4,7,9,7.4
けたたましく,大きく,6,8,6,9,2,5,7,4,2,0,7,5.0
けたたましく,慌ただしく,6.2,8,8,10,2,3,7,1,2,1,2,4.4
けたたましく,騒がしく,8.6,7,9,9,10,8,8,3,6,7,9,7.6
けたたましく,うるさく,8.4,8,9,9,8,8,9,6,6,7,9,7.9
さびしい,寂しい,10,10,10,10,10,10,10,10,10,10,10,10.0
しける,激しくなる,4.6,3,4,3,6,7,7,5,5,0,0,4.0
しょぼい,あっけない,6.8,7,5,10,5,7,7,4,3,8,0,5.6
しんどい,難しい,5.4,5,6,2,8,6,7,3,4,5,1,4.7
しんどい,つらい,7.6,7,9,5,9,8,9,8,8,8,10,8.1
しんどい,苦しい,7.2,6,8,5,9,8,8,7,6,8,7,7.2
しんどい,辛い,8,7,9,6,10,8,8,8,8,9,10,8.3
しんどい,厳しい,5.8,4,6,3,8,8,8,3,6,8,4,5.8
しんどい,きつい,8.2,9,7,7,10,8,9,8,9,9,9,8.5
しんどかった,きつかった,9,8,9,10,10,8,9,8,9,9,9,8.9
しんどかった,厳しかった,7.6,7,8,7,8,8,8,3,6,9,4,6.8
しんどかった,辛かった,8.8,9,9,8,10,8,9,8,8,9,10,8.8
すがすがしい,輝かしい,4,5,1,5,3,6,5,2,4,2,0,3.3
すがすがしい,素晴らしい,5.4,4,7,7,3,6,5,2,3,2,6,4.5
すがすがしい,すばらしい,6.4,7,7,9,3,6,5,2,3,2,6,5.0
すごい,すばらしい,6.4,7,7,5,6,7,6,7,6,7,7,6.5
すごかった,物凄かった,8.2,7,7,10,8,9,9,6,7,8,9,8.0
すごかった,激しかった,7.4,7,7,8,7,8,6,5,5,7,8,6.8
すごかった,早かった,5,5,6,6,3,5,6,2,2,0,2,3.7
すごく,大きく,4.8,3,6,5,4,6,7,3,4,6,1,4.5
すごく良い,輝かしい,6.4,8,6,5,6,7,7,4,6,5,7,6.1
すごく良い,すばらしい,8.2,9,8,8,8,8,6,7,7,8,8,7.7
すさまじい,すごい,6.8,3,7,8,8,8,8,5,6,5,7,6.5
すさまじい,すばらしい,3.8,0,5,3,4,7,6,2,4,5,4,4.0
すさまじい,甲高い,2.6,0,4,2,2,5,6,1,1,0,3,2.4
すさまじい,凄い,6.6,9,7,5,4,8,7,5,5,8,7,6.5
すさまじい,凄まじい,10,10,10,10,10,10,10,10,10,10,10,10.0
すさまじかった,すごかった,8.8,8,9,10,9,8,8,5,7,7,7,7.8
すさまじかった,激しかった,8,9,8,9,7,7,8,5,6,7,6,7.2
すさまじかった,物凄かった,8.8,8,9,9,10,8,8,7,7,8,7,8.1
すさまじかった,凄まじかった,10,10,10,10,10,10,8,10,10,10,10,9.8
すさまじく大きい,すさまじい,6.4,5,6,5,9,7,8,4,3,5,3,5.5
すばやく,素早く,10,10,10,10,10,10,10,10,10,10,10,10.0
すばらしい,よい,7.4,8,6,8,7,8,8,5,7,8,8,7.3
すばらしい,良い,7.2,8,6,7,7,8,7,5,7,8,8,7.1
ダッシュする,速く走る,8,6,10,8,8,8,8,4,8,8,9,7.7
たまらない,心地よい,5.4,5,8,3,5,6,8,3,3,5,8,5.4
たまらない,ちょうど良い,3.6,2,6,2,2,6,8,2,2,3,7,4.0
たやすく,ひとたまりもなく,6.4,9,7,6,4,6,8,3,4,5,0,5.2
つつましやか,小さな,5,5,7,5,2,6,7,5,3,5,3,4.8
つらい,きつい,8.2,10,7,6,10,8,8,5,9,8,8,7.9
つらい,厳しい,7.4,9,6,5,10,7,8,3,7,8,7,7.0
つらい,難しい,5.8,3,6,7,6,7,8,2,6,8,4,5.7
つらかった,辛かった,9.6,8,10,10,10,10,10,10,10,10,10,9.8
つらかった,厳しかった,8.2,9,8,7,10,7,7,3,7,8,7,7.3
つらかった,しんどかった,9.2,9,10,10,9,8,8,6,8,8,8,8.4
つらく,寂しく,4,4,5,4,2,5,8,2,2,5,0,3.7
つらく,切なく,4.8,4,5,5,4,6,9,2,2,5,4,4.6
つらく,辛く,10,10,10,10,10,10,10,10,10,10,10,10.0
とげとげしいかった,厳しかった,5.6,7,6,6,3,6,7,2,3,0,2,4.2
とてつもない,すさまじい,6,3,7,5,8,7,7,6,6,5,6,6.0
とてつもない,恐ろしい,5,2,5,5,7,6,8,5,7,3,4,5.2
とてつもない,ひどい,4.8,2,5,4,7,6,7,3,4,3,5,4.6
とても暑く,厳しい暑さ,8.2,10,8,6,9,8,9,8,9,7,9,8.3
ない,無い,10,10,10,10,10,10,10,10,10,10,10,10.0
はかなく,壊れやすく,7.8,8,8,7,9,7,8,4,6,2,8,6.7
はかなく,もろく,8.6,8,9,9,10,7,8,7,9,6,7,8.0
はかなく,弱く,7.4,8,8,8,6,7,8,4,6,6,8,6.9
バツが悪く,気まずく,7,9,6,4,8,8,9,8,9,7,10,7.8
バツが悪く,居づらく,8,9,7,7,10,7,9,7,7,7,10,8.0
ひどい,恐ろしい,6.4,6,7,7,6,6,7,3,4,5,6,5.7
ひとたまりもなく,苦労なく,5.6,8,5,7,2,6,6,3,6,3,0,4.6
ふさわしい,正しい,5.4,7,5,5,4,6,5,5,5,7,4,5.3
ふさわしい,好ましい,6.6,6,6,7,7,7,7,6,7,7,7,6.7
ふさわしい,良い,7.2,7,7,7,8,7,7,4,6,7,6,6.6
ふさわしい,いい,7.2,7,7,7,8,7,7,4,5,7,6,6.5
ほしかった,望ましい,5.2,3,7,6,3,7,8,5,4,5,2,5.0
みっともなかた,恥ずかしかった,8,7,9,8,9,7,8,5,8,7,8,7.6
みっともなかた,嘆かわしかった,6,7,7,7,3,6,6,3,6,5,7,5.7
むなしい,かなしい,6.4,5,8,8,5,6,8,4,6,6,6,6.2
むなしい,寂しい,6.8,6,7,8,7,6,8,5,6,6,7,6.6
むなしい,さびしい,5.6,4,6,5,7,6,8,5,6,6,7,6.0
むなしい,悲しい,6.2,6,7,6,6,6,8,4,5,6,6,6.0
むなしい,虚しい,10,10,10,10,10,10,10,10,10,10,10,10.0
むなしく,儚く,5.8,3,6,7,7,6,8,8,7,3,9,6.4
むなしく,寂しく,5.8,4,7,5,7,6,8,5,3,6,7,5.8
むなしく,悲しく,5.6,4,6,5,7,6,8,4,3,6,6,5.5
めんどくさい,込み入って煩わしい,8,6,9,8,9,8,7,5,7,5,7,7.1
めんどくさい,ややこしい,7,6,8,5,9,7,8,4,6,6,6,6.5
ものすごい,素晴らしい,5.2,1,6,5,7,7,9,3,5,5,6,5.4
ものすごい,とてつもない,6.8,3,7,8,8,8,8,6,7,8,8,7.1
ものすごい,凄い,7.4,4,8,7,9,9,8,6,7,8,9,7.5
ものすごい,すごい,7.4,4,8,7,9,9,8,6,7,8,9,7.5
ものすごい,すばらしい,6.4,7,5,7,6,7,7,3,5,5,7,5.9
もの凄い,すごい,7.6,5,8,8,8,9,7,6,7,8,9,7.5
もの凄い,凄い,7.8,9,6,7,8,9,7,6,7,8,9,7.6
もの凄い,激しい,7.4,7,7,9,7,7,7,3,3,5,7,6.2
もの凄い,すさまじい,8.8,9,8,10,9,8,7,5,7,8,7,7.8
もの凄い,ひどい,6.2,6,6,7,6,6,6,3,2,3,5,5.0
もの凄い,ものすごい,10,10,10,10,10,10,10,10,10,10,10,10.0
もろい,崩れやすい,6.8,3,7,7,9,8,8,7,7,6,9,7.1
もろい,割れやすい,5.2,3,7,4,4,8,8,3,8,6,9,6.0
もろい,壊れやすい,7,5,8,5,9,8,8,6,7,6,9,7.1
もろい,弱い,7,9,7,6,6,7,9,5,7,7,9,7.2
もろく,壊れやすく,6.6,3,7,6,9,8,9,6,8,6,9,7.1
もろく,儚く,6,5,8,7,3,7,9,5,6,5,9,6.4
もろく,崩れやすく,7.6,9,8,6,7,8,9,7,8,6,9,7.7
もろく,弱く,6.2,5,7,5,7,7,9,5,7,7,9,6.8
もろく,あっけなく,5.8,5,6,7,4,7,8,5,3,3,3,5.1
やかましい,騒々しい,7.8,6,7,8,10,8,8,8,8,7,9,7.9
やかましく,慌ただしく,6.6,8,6,10,3,6,7,1,3,7,7,5.8
やかましく,甲高く,6.8,8,6,10,3,7,7,1,4,3,7,5.6
やかましく,うるさく,8.6,8,8,10,9,8,8,7,9,9,8,8.4
やかましく,激しく,6.2,7,7,6,4,7,8,3,4,7,7,6.0
やかましく,騒がしく,8.6,8,8,9,10,8,9,7,8,8,9,8.4
やかましく,騒々しく,9,9,9,9,10,8,9,8,8,8,9,8.7
ややこしい,煩わしい,6.6,5,9,5,8,6,8,3,7,5,9,6.5
ややこしい,紛らわしい,5.4,4,8,5,2,8,9,8,3,5,8,6.0
ややこしい,難しい,6.6,9,6,5,8,5,8,5,6,7,8,6.7
ややこしい,複雑である,7.6,5,8,7,10,8,9,7,7,7,9,7.7
ややこしい,わかりにくい,7.2,5,8,7,9,7,9,6,9,5,9,7.4
ややこしい,細かい,5,4,7,5,3,6,7,2,3,3,0,4.0
ややこしい,面倒くさい,5.8,5,7,5,7,5,8,2,4,7,7,5.7
やるせない,切ない,7.6,8,8,10,4,8,9,7,7,7,10,7.8
やるせない,辛い,6,6,8,6,3,7,8,6,4,5,8,6.1
やるせない,つらい,7.6,8,9,7,7,7,8,6,4,5,8,6.9
やるせない,心苦しい,7,7,8,7,7,6,8,3,3,3,9,6.1
やるせない,悲しい,6.2,6,6,7,5,7,8,3,6,7,7,6.2
やるせない,苦しい,5.4,7,6,7,4,3,8,4,4,6,7,5.6
ゆるくして,緩くして,10,10,10,10,10,10,10,10,10,10,10,10.0
よい,ふさわしい,6.6,9,8,5,6,5,8,4,8,8,8,6.9
よい,正しい,7.2,8,6,8,7,7,7,5,7,8,8,7.1
よい,願わしい,6.8,8,8,6,6,6,9,3,6,6,7,6.5
よそよそしく,居心地悪く,6,8,8,7,2,5,9,5,6,7,7,6.4
わずらわしい,邪魔くさい,7,8,10,10,4,3,8,6,7,8,6,7.0
わずらわしい,煩わしい,10,10,10,10,10,10,8,10,10,10,10,9.8
わずらわしかった,うっとうしかった,7,8,9,8,5,5,9,7,7,8,9,7.5
わずらわしかった,煩わしかった,10,10,10,10,10,10,10,10,10,10,10,10.0
わずらわしく,めんどくさく,7.8,8,9,9,6,7,8,4,6,8,10,7.5
意気地なし,根性無し,8,9,7,9,7,8,8,7,6,9,9,7.9
鋭かった,厳しかった,3,4,0,3,5,3,7,2,2,0,7,3.3
鋭かった,とげとげしいかった,6.2,8,6,9,3,5,6,5,3,3,6,5.4
煙たく,居心地悪く,5.6,6,9,4,4,5,8,3,5,5,8,5.7
煙たく,気分悪く,5.2,7,7,4,3,5,7,5,4,2,7,5.1
汚れの無い,清い,7,8,7,6,7,7,8,6,6,7,8,7.0
汚れの無い,美しい,7,7,8,9,7,4,7,5,6,7,7,6.7
可笑しい,面白い,7,5,9,7,8,6,9,8,8,6,8,7.4
苛立たしげ,いまいましげ,7,9,6,8,6,6,7,5,3,7,9,6.6
華々しい,すごく良い,3.4,2,6,3,4,2,8,5,4,5,7,4.6
華々しい,素晴らしい,5,3,7,5,5,5,8,5,7,5,8,5.8
華々しい,良い,3.4,4,6,2,4,1,7,4,6,6,7,4.7
華々しい,すばらしい,4.8,4,6,4,5,5,8,5,7,6,8,5.8
華々しい,輝かしい,6.4,6,7,7,5,7,8,5,8,8,8,6.9
回した,甘くした,0.2,0,0,0,1,0,0,1,1,0,0,0.3
回りくどい,ややこしい,7.4,7,9,9,6,6,9,3,6,7,4,6.6
回りくどい,難しい,6.6,8,7,7,5,6,8,2,6,6,5,6.0
回りくどい,紛らわしい,7,8,9,9,5,4,9,5,7,7,3,6.6
快い,気持ちよい,8.2,9,9,9,8,6,9,7,7,6,9,7.9
快い,心地よい,8.2,9,9,9,8,6,9,8,8,7,9,8.2
快い,心地いい,8.2,9,9,9,8,6,9,8,8,7,9,8.2
快い,気持ち良い,8.2,9,9,9,8,6,9,7,7,8,9,8.1
快い,気持ちいい,8.2,9,9,9,8,6,9,7,7,8,9,8.1
快い,心地良い,8.2,9,9,9,8,6,9,8,8,7,9,8.2
快かった,気分よかった,6.2,9,5,4,7,6,8,7,7,8,9,7.0
快かった,気持ちよかった,8.2,9,9,9,8,6,9,7,7,8,9,8.1
快く,良く,6.4,9,8,5,5,5,7,3,5,8,9,6.4
快く,いい,6.4,8,9,5,5,5,8,3,4,8,9,6.4
快く,気前よく,5.6,5,8,7,5,3,8,4,1,5,7,5.3
快く,気分よく,7,9,8,8,6,4,8,6,7,7,9,7.2
快く,気持よく,7,8,7,8,7,5,8,7,7,8,9,7.4
拡大された,広くなった,6.6,8,7,6,6,6,9,8,8,8,8,7.4
拡張された,広くなった,6.4,8,8,4,6,6,9,8,8,8,8,7.3
楽しく,おもしろおかしく,7,9,8,8,5,5,8,6,7,7,7,7.0
楽しそう,おもしろおかしく,5.8,7,7,6,4,5,8,5,7,7,7,6.3
緩くした,甘くした,6.2,8,6,4,7,6,7,7,5,3,6,5.9
緩ませた,緩くした,6.2,7,3,6,8,7,9,8,9,9,9,7.5
緩めた,緩くした,7.8,9,9,6,8,7,9,8,9,9,4,7.8
緩めた,ゆるくした,7.6,9,8,6,8,7,9,8,9,9,4,7.7
緩めた,甘くした,6.4,8,6,5,7,6,7,7,5,3,6,6.0
緩める,緩くする,8,7,10,9,8,6,9,8,9,9,9,8.4
関係が悪く,気まずく,6.6,8,6,7,7,5,9,6,8,7,8,7.1
喜ばしい,好ましい,5.2,3,7,4,7,5,8,4,7,7,7,5.9
喜ばしい,うれしい,6.6,6,9,7,5,6,9,7,7,8,8,7.2
喜ばしい,良い,5.6,4,7,6,6,5,7,3,8,8,8,6.2
喜ばしい,望ましい,6.2,5,7,7,6,6,7,4,6,7,6,6.1
喜ばしい,願わしい,7,6,8,7,7,7,7,3,7,7,6,6.5
喜ばしい,いい,5.8,7,6,5,5,6,8,3,6,8,8,6.2
喜ばしい,嬉しい,6.8,8,7,7,5,7,9,7,7,8,8,7.3
喜ばしく,めでたく,7.4,7,8,9,6,7,8,7,7,8,7,7.4
嬉しい,望ましい,5.6,8,6,4,5,5,8,4,6,7,6,5.9
嬉しい,いい,4.4,4,6,3,5,4,8,3,6,8,8,5.5
嬉しい,良い,6,6,6,8,5,5,8,3,6,8,8,6.3
嬉しく,快く,4.4,4,8,4,4,2,8,3,6,8,7,5.4
嬉しく,良く,4,2,6,3,5,4,8,3,6,8,8,5.3
気まずい,苦しい,4.4,2,6,5,5,4,8,5,3,5,3,4.6
気まずい,居づらい,6.6,9,7,6,6,5,9,7,8,8,8,7.3
気まずい,気不味い,10,10,10,10,10,10,10,10,10,10,6,9.6
気まずく,気分悪く,4.8,5,7,2,4,6,9,4,4,5,7,5.3
気まずく,居づらく,7.2,9,9,6,6,6,9,7,7,7,8,7.4
気まずく,煙たく,3.8,6,5,3,3,2,6,5,4,5,7,4.6
気まずく,居心地悪く,7.6,8,9,9,7,5,9,7,7,7,8,7.6
気まずくない,不快ではない,4.8,5,6,6,5,2,9,3,4,6,7,5.3
気まずそう,居づらそう,7.2,7,8,10,6,5,9,7,6,7,8,7.3
気まずそう,ばつの悪そう,7.2,9,7,7,7,6,9,7,9,7,8,7.6
気まずそう,居心地の悪そう,6.6,6,8,7,7,5,9,7,6,7,8,7.0
気まずそう,居辛そう,6.8,7,8,8,6,5,9,7,6,7,8,7.1
気まずそう,バツの悪そう,7.8,8,9,9,7,6,9,7,9,6,8,7.8
気持ちいい,たまらない,5.6,3,7,5,6,7,6,5,5,6,6,5.6
気持ちいい,心地良い,7.4,6,9,8,7,7,8,8,7,7,9,7.6
気持ちいい,心地いい,7.4,6,9,8,7,7,8,8,7,7,9,7.6
気持ちいい,ちょうど良い,4.8,4,7,5,5,3,7,5,3,7,8,5.4
気持ちがいい,気持ち良い,9.2,9,10,10,9,8,8,9,10,10,10,9.3
気持ちがいい,快い,7.8,8,8,8,7,8,9,8,7,7,9,7.9
気持ちが良い,心地よい,8,9,9,7,7,8,9,8,7,7,9,8.0
気持ちが良い,気持ちいい,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちのいい,清々しい,6.6,8,7,6,5,7,9,7,7,6,9,7.1
気持ちのいい,気持ちよい,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちのいい,快い,7.6,8,8,7,7,8,9,8,7,7,9,7.8
気持ちのいい,気持ち良い,9.4,9,10,10,9,9,9,9,9,10,9,9.3
気持ちのいい,心地良い,8.2,9,9,9,7,7,9,8,7,7,9,8.1
気持ちのよい,気持ちいい,8,8,9,6,8,9,9,9,9,10,10,8.7
気持ちのよい,清々しい,7.2,9,7,8,5,7,9,7,6,7,8,7.3
気持ちのよい,心地よい,7.8,9,8,7,7,8,9,8,6,8,9,7.9
気持ちのよい,気持ち良い,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちのよい,快い,7.8,9,8,8,7,7,9,8,6,7,9,7.8
気持ちのよい,気持ちよい,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちのよい,心地良い,8.2,9,9,9,7,7,9,8,6,8,9,8.1
気持ちの良い,快い,7.2,8,8,6,7,7,9,8,6,7,9,7.5
気持ちの良い,気持ちよい,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちの良い,清々しい,7,8,8,7,5,7,8,7,6,7,8,7.1
気持ちの良い,ちょうど良い,5,5,6,6,5,3,5,4,3,5,8,5.0
気持ちの良い,気持ち良い,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちの良い,心地良い,8,9,8,9,7,7,9,8,6,8,9,8.0
気持ちの良い,気持ちいい,9.4,9,10,10,9,9,9,9,9,10,10,9.4
気持ちよい,たまらない,5,4,7,3,5,6,5,4,4,5,8,5.1
気持ちよい,ちょうど良い,6,6,8,8,5,3,5,4,3,5,8,5.5
気持ちよい,心地よい,8.2,9,8,10,7,7,8,8,6,8,9,8.0
気持ちよい,心地良い,8,9,9,8,7,7,8,8,6,8,9,7.9
気持ちよい,気持ちいい,9.4,10,10,10,9,8,9,9,9,10,10,9.4
気持ちよい,心地いい,8.2,9,9,9,7,7,9,8,6,8,9,8.1
気持ちよかった,心地よかった,8,8,9,9,7,7,9,8,6,8,9,8.0
気持ちよく,快く,6.6,4,9,6,7,7,8,8,7,7,8,7.1
気持ちよく,気前よく,4.4,2,6,4,5,5,7,7,3,6,8,5.3
気持ちよく,気分よく,7,9,9,6,5,6,8,7,7,7,9,7.3
気持ちよく,心地よく,7.4,6,9,8,7,7,10,9,9,10,7,8.2
気持ち良い,気持ちよい,9.4,10,10,7,10,10,10,10,10,10,9,9.6
気持ち良い,たまらない,6.2,6,9,7,5,4,8,8,8,8,3,6.6
気持ち良い,ちょうど良い,6,7,9,6,5,3,8,6,5,4,5,5.8
気持ち良い,心地良い,8,8,9,9,7,7,9,9,9,9,6,8.2
気持ち良い,心地よい,8,9,9,8,7,7,9,9,9,10,6,8.3
気持ち良い,気持ちいい,9.6,10,10,10,9,9,10,10,10,10,9,9.7
気持ち良く,快く,7,8,8,5,7,7,9,8,9,10,6,7.7
気持ち良く,気分よく,6.6,7,8,5,6,7,8,9,8,10,7,7.5
気持ち良く,心地よく,8,9,9,8,7,7,9,9,9,10,6,8.3
気持ち良く,気持ちよく,9.8,10,9,10,10,10,10,9,10,10,10,9.8
気持ち良く,気持よく,10,10,10,10,10,10,10,10,10,10,10,10.0
気持よかった,気分よかった,7.8,9,8,9,6,7,10,9,9,10,7,8.4
気持よく,気分よく,7.8,9,9,7,7,7,10,9,9,9,7,8.3
気前よく,気分よく,6.6,8,7,5,6,7,10,8,5,9,3,6.8
気難しい,難しそう,5.4,9,4,6,3,5,3,8,3,7,4,5.2
気難しい,険しい,5.2,5,7,5,5,4,6,6,3,8,3,5.2
気難しい,厳しい,5.4,5,7,5,5,5,8,6,5,9,6,6.1
気不味い,良くない,4.2,6,5,1,4,5,4,7,5,8,3,4.8
気不味い,苦しい,3.4,4,5,1,5,2,4,7,3,6,4,4.1
気分が悪く,居心地悪く,5.8,8,5,7,4,5,7,8,5,7,3,5.9
気分が悪く,気分悪く,8.8,9,8,10,8,9,10,8,10,10,10,9.2
気分のいい,快い,7.4,9,7,8,6,7,9,9,9,8,6,7.8
気分のいい,気持ちよい,8.4,9,9,8,7,9,8,9,8,10,8,8.5
気分のいい,清々しい,7.4,9,8,8,5,7,9,9,9,9,6,7.9
気分のいい,心地良い,7.8,9,8,8,7,7,9,9,9,10,6,8.2
気分のいい,気持ち良い,8.4,9,9,10,7,7,8,9,9,10,8,8.6
気分のよい,気持ちいい,7.4,8,9,6,7,7,10,9,10,10,8,8.4
気分のよい,快い,7.8,9,9,7,7,7,9,9,9,9,6,8.1
気分のよい,気持ち良い,8.4,9,9,10,7,7,10,9,9,10,8,8.8
気分のよい,気持ちよい,8.4,9,10,9,7,7,8,9,10,10,8,8.7
気分のよい,心地良い,8,9,8,9,7,7,8,9,9,9,6,8.1
気分のよい,心地よい,8.2,9,9,9,7,7,8,9,9,9,6,8.2
気分のよい,清々しい,7.2,8,8,8,5,7,9,8,8,8,6,7.5
気分の悪い,苦しい,6.8,9,6,9,6,4,10,8,7,8,3,7.0
気分の悪い,良くない,6.2,9,6,7,5,4,8,6,7,7,4,6.3
