word1,word2,mean(remove_extreme_annotator),ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,mean
少し,いくばくか,6.2,8,4,4,7,8,6,8,7,8,7,6.7
いかにも,やはり,4,6,5,6,3,0,6,7,4,0,7,4.4
丸ごと,ぜんぶ,8.2,8,4,10,10,9,8,9,8,9,8,8.3
いかにも,明らかに,7,7,6,9,7,6,5,9,6,2,5,6.2
やはり,あたかも,3.4,6,5,6,0,0,3,9,4,0,7,4.0
たまに,度々,3.4,6,6,5,0,0,7,9,3,0,3,3.9
いささか,結構,4,3,5,5,7,0,3,7,6,9,3,4.8
今現在,今では,8.4,8,6,10,9,9,7,8,8,8,10,8.3
全体的に,おおむね,7.8,8,6,9,8,8,6,9,8,8,8,7.8
ひたすら,偏に,7,8,4,5,10,8,5,7,7,9,6,6.9
もう,もはや,7.2,8,5,6,9,8,4,8,8,9,6,7.1
あまり,さほど,7,7,4,7,9,8,6,8,7,9,7,7.2
度々も,しばしばも,7.8,8,5,9,10,7,5,8,8,8,8,7.6
少々,結構,1.8,3,4,2,0,0,1,4,3,0,3,2.0
すでに,今や,6.6,6,4,8,8,7,6,8,7,8,3,6.5
専ら,ほとんど,3.4,5,3,1,8,0,6,8,6,9,5,5.1
やや,かすかに,6,6,6,2,8,8,7,7,7,8,5,6.4
もう,すでに,7.8,7,6,8,9,9,6,8,9,8,5,7.5
完全に,断固,2.2,7,3,1,0,0,6,7,3,3,7,3.7
今,本当に,0.2,0,1,0,0,0,1,3,3,0,0,0.8
いかにも,正しく,3,6,4,2,3,0,2,3,7,0,5,3.2
総じて,おおむね,7.2,7,4,9,9,7,7,9,8,9,8,7.7
本当に,現在,0.4,0,2,0,0,0,1,3,3,0,0,0.9
ぜんぶ,全部,10,10,10,10,10,10,10,10,10,10,10,10.0
絶対,頑として,5.2,7,4,5,8,2,8,9,9,9,7,6.8
びっしり,ぎっしりと,8.2,8,6,9,9,9,7,10,8,9,8,8.3
充分に,思う存分に,7.4,8,6,7,9,7,5,8,7,8,7,7.2
ほとんど,主に,6.4,8,3,5,8,8,7,9,7,9,7,7.1
びっしり,いっぱい,8.2,8,6,9,9,9,7,8,7,8,7,7.8
全て,総じて,7,8,6,5,10,6,6,9,8,9,8,7.5
色々と,度々,3.4,6,7,1,3,0,1,5,5,0,2,3.0
よく,常に,5.2,7,5,7,5,2,7,9,4,8,5,5.9
今では,今や,8.2,9,5,9,10,8,7,10,8,9,9,8.4
絶対,きっぱりと,3.8,3,6,5,5,0,6,7,7,1,7,4.7
少しばかり,なかなか,2,1,4,2,3,0,6,5,6,2,3,3.2
既に,よもや,2.4,2,4,6,0,0,5,5,6,0,5,3.3
全て,おしなべて,4,6,4,3,7,0,4,7,7,5,3,4.6
当然,確実に,4.2,7,6,3,5,0,7,8,8,7,7,5.8
ずっと,一段と,4.2,7,4,2,8,0,1,7,4,8,5,4.6
現在も,現に,7.4,8,6,7,9,7,5,7,3,8,8,6.8
一段と,一気に,6,6,5,3,7,9,7,8,6,7,8,6.6
専ら,ほとんどが,4,7,5,1,7,0,7,8,5,6,7,5.3
全部,そのままを,4.6,6,4,8,5,0,6,6,6,8,7,5.6
今,すでに,4,0,6,8,4,2,2,5,4,0,2,3.3
ほとんど,総じて,7.2,7,7,8,8,6,5,9,7,9,7,7.3
とても,ぐんと,4.2,6,4,4,7,0,6,6,6,9,5,5.3
ずらりと,盛大に,4,5,6,4,5,0,4,6,4,1,6,4.1
にっこり,ニンマリ,5.4,6,7,2,9,3,6,5,7,5,9,5.9
とっくに,もはや,5.6,7,7,3,5,6,5,7,3,5,5,5.3
何しろ,なんせ,8.4,8,8,9,9,8,6,10,9,9,7,8.3
今日では,今や,7.8,8,4,9,10,8,6,10,7,9,10,8.1
今,今も,7,9,8,6,7,5,5,10,7,8,10,7.5
どうにも,なんにも,4.6,8,5,7,0,3,5,8,6,0,8,5.0
専ら,ただただ,6,8,6,3,5,8,3,8,7,9,5,6.2
色々と,色々,8.8,9,8,9,10,8,9,10,7,9,10,8.9
全体的に,おしなべて,6,8,4,9,9,0,5,9,8,8,7,6.7
現在や,今や,8.6,8,8,8,10,9,8,9,9,9,10,8.8
いかにも,すっかり,3.8,5,7,3,4,0,6,5,3,0,5,3.8
すでに,今日では,2.4,0,6,3,0,3,7,4,7,0,2,3.2
少し,いささか,7,7,6,7,7,8,5,7,3,9,7,6.6
十分に,思いっきり,6.6,6,5,7,8,7,5,9,6,4,7,6.4
総合的に,基本的に,4.6,5,7,1,7,3,1,7,7,8,8,5.4
だいたい,全般的に,6,7,5,2,9,7,3,8,8,9,8,6.6
どうせ,しょせんは,7.4,8,7,6,10,6,6,8,8,9,6,7.4
今や,現在では,7.6,8,8,6,9,7,7,10,8,9,10,8.2
しっかり,完全に,7,8,4,7,9,7,7,9,6,1,7,6.5
絶対,きっぱり,5,7,4,6,5,3,7,7,7,5,6,5.7
今や,今は,7.2,9,8,4,9,6,8,9,7,8,10,7.8
そんなに,さほど,7.4,8,7,7,9,6,7,8,6,8,8,7.4
だいぶ,とても,7.2,8,5,7,9,7,7,9,7,8,7,7.4
こんがり,しっかり,3.4,8,4,3,2,0,0,5,4,0,2,2.8
たくさん,いっせいに,3.2,6,4,1,5,0,1,7,3,7,6,4.0
現在も,実際に,2.6,0,2,3,8,0,1,6,2,8,0,3.0
びっしり,窮屈そうに,5.6,6,7,3,7,5,6,7,5,7,7,6.0
ぜひとも,なんとか,6.4,7,8,2,9,6,7,9,6,9,5,6.8
しばしば,しょっちゅう,6.8,7,7,4,9,7,7,9,8,0,8,6.6
確かに,もちろん,5.8,7,8,7,7,0,7,8,5,3,7,5.9
基本的に,概して,5.6,6,6,3,7,6,6,8,8,8,7,6.5
現在では,昨今は,4.2,8,4,2,0,7,4,9,8,7,9,5.8
どうしても,何故だか,4.2,6,7,0,8,0,2,7,6,0,7,4.3
度々,頻繁に,8.4,8,8,9,9,8,7,8,8,1,7,7.3
たまに,まあまあ,5.8,6,7,5,9,2,7,7,7,8,3,6.1
ずらり,ぎゅうぎゅうと,3.4,6,5,1,5,0,2,7,3,7,6,4.2
にこやかに,にっこり,7.8,7,8,9,9,6,5,8,8,8,9,7.7
かなり,一段と,6.8,8,6,8,9,3,6,7,7,9,6,6.9
ぐんと,ずっと,5.2,7,5,7,7,0,5,7,3,0,5,4.6
ぜんぜん,そんなに,4.2,7,5,7,0,2,0,8,7,0,6,4.2
何もかも,丸ごと,7.4,8,4,9,8,8,8,8,6,9,8,7.6
実際に,実際,8.8,9,8,9,9,9,10,10,7,9,10,9.0
一段と,大幅に,7,7,6,8,7,7,7,8,5,8,7,7.0
頻繁に,しばしばも,7.2,7,6,7,8,8,7,9,7,8,7,7.4
もう,よもや,2.6,7,5,1,0,0,5,7,8,0,3,3.6
だいたい,全部,4.8,7,5,0,5,7,2,8,7,0,6,4.7
しょせん,どだい,7.4,8,5,8,9,7,6,9,8,9,5,7.4
とても,かなり,7.8,8,6,8,9,8,7,9,8,9,8,8.0
トータル的に,概ね,7.6,8,5,8,9,8,6,9,8,9,8,7.8
どだい,所詮,7.6,8,5,8,9,8,7,8,9,9,5,7.6
しっかりと,こんがりと,4.2,8,6,5,2,0,0,5,3,0,2,3.1
ほぼ,主として,6.6,8,5,7,8,5,6,7,7,9,7,6.9
今や,現在,7.4,8,6,8,9,6,5,9,8,8,10,7.7
そんなに,たいして,6.4,8,6,6,5,7,6,8,6,8,8,6.8
よろしく,ぜひとも,5,8,6,3,8,0,7,5,3,1,7,4.8
たくさん,十分に,7.4,8,5,9,9,6,7,8,6,8,8,7.4
総合的に,おしなべて,7.6,8,4,9,9,8,5,8,9,8,7,7.5
ちょっと,少々,7.8,8,6,8,9,8,7,7,8,8,8,7.7
何とも,どうしても,4.8,8,6,5,5,0,6,6,3,0,7,4.6
少し,わずかに,7.4,7,7,7,8,8,7,7,7,8,8,7.4
だいたい,全て,5.8,7,5,4,8,5,5,7,3,0,7,5.1
総合的に,概して,7.2,8,6,7,8,7,6,8,7,9,8,7.4
もう,とうとう,6.4,8,5,6,9,4,3,7,6,5,6,5.9
だいたい,概ね,7.8,8,5,9,9,8,8,9,7,9,7,7.9
ずらり,びっしり,5.6,8,6,5,9,0,6,8,7,8,7,6.4
今では,現在,7.6,8,7,6,9,8,7,8,7,6,10,7.6
どうにか,ようやく,6,8,6,5,8,3,7,8,3,8,6,6.2
何しろ,ともかく,5.6,7,6,6,9,0,3,8,6,0,5,5.0
結局,どだい,6.2,5,5,7,8,6,6,8,9,9,5,6.8
やっとこさ,ようやく,7.8,8,6,8,9,8,7,9,9,9,7,8.0
総じて,あらかた,5.8,7,5,8,9,0,7,9,8,9,7,6.9
頻繁に,時として,1.2,2,4,0,0,0,2,6,3,0,3,2.0
絶対に,当然,5.2,7,5,5,9,0,1,5,7,8,8,5.5
ぎっしり,ぎゅうぎゅうと,7.8,8,6,7,9,9,7,9,8,8,8,7.9
ぎっしり,ぎゅうぎゅうに,7.8,8,6,7,9,9,7,9,8,8,8,7.9
そんなに,さほどは,6,7,5,2,9,7,6,8,6,8,6,6.4
充分に,大胆に,3.6,7,6,0,5,0,1,5,2,2,5,3.3
今日では,もはや,4,7,6,2,5,0,5,5,5,0,3,3.8
ありのまま,丸々,5.4,8,5,7,7,0,5,8,4,6,6,5.6
ずらりと,荘厳に,3,6,5,1,3,0,6,4,2,0,4,3.1
しばしば,時折,5.4,8,6,5,8,0,8,8,3,9,5,6.0
きっぱりと,頑として,6.8,8,5,6,9,6,7,9,7,9,6,7.2
これぞ,正に,6.8,8,6,7,8,5,6,7,8,2,5,6.2
絶対,絶対に,8.8,9,8,9,10,8,9,10,7,8,10,8.8
本当に,完全に,5.2,7,5,7,7,0,0,7,6,8,6,5.3
これぞ,まさに,7,7,6,8,9,5,6,6,7,0,5,5.9
今現在,現在では,8.6,8,8,9,9,9,6,7,8,8,10,8.2
そんなに,大して,7,6,7,8,8,6,7,8,7,9,6,7.2
もう,今や,5,1,5,5,7,7,6,7,7,8,3,5.6
びっしり,大量に,7,8,6,6,8,7,7,8,7,8,6,7.1
現在,現在では,8.6,9,8,8,9,9,7,10,8,9,10,8.7
よく,時折,4.2,7,6,3,5,0,3,6,8,0,2,4.0
きっぱり,絶対に,5.8,7,2,4,9,7,7,7,7,8,6,6.4
多くが,総じて,6.8,7,6,7,8,6,6,8,8,8,7,7.1
今や,もはや,5.8,7,6,5,9,2,7,6,9,3,3,5.7
ひたすら,ただただ,7.6,8,5,8,9,8,6,9,3,8,7,7.1
そのまま,丸ごと,5.4,8,2,8,9,0,7,8,6,9,8,6.5
きっぱり,きっぱりと,8.8,9,8,9,9,9,10,10,6,9,10,8.9
総じて,おしなべて,7.6,8,5,8,9,8,6,8,9,9,7,7.7
総合的に,全体として,8,8,6,8,9,9,6,8,8,9,8,7.9
さらに,一段と,7.4,8,4,8,9,8,7,8,7,9,7,7.5
昨今や,現在や,4.8,8,2,6,0,8,5,8,7,5,9,5.8
たいして,さほどは,7.6,8,6,7,9,8,6,7,7,8,7,7.3
にこやかに,にんまり,5.2,7,8,2,9,0,6,6,7,8,9,6.2
きっぱりと,断固,7.2,8,6,8,9,5,7,9,7,9,7,7.5
何とか,ようやく,7.4,7,7,8,9,6,7,8,8,5,7,7.2
全体として,概して,7.6,8,6,8,9,7,6,9,7,8,8,7.6
当然,無論,7.8,7,7,9,9,7,5,8,7,9,8,7.6
今,実際,3.6,0,4,5,9,0,2,7,4,7,0,3.8
今では,今日では,7.2,8,6,5,9,8,7,9,9,9,10,8.0
どうにか,何とぞ,6.8,8,6,6,7,7,7,8,6,8,7,7.0
度々,しきりに,6.2,7,4,7,6,7,6,8,7,0,6,5.8
やや,多少,6.6,8,7,7,6,5,7,8,6,8,5,6.7
何かと,色々,5.6,8,6,4,7,3,6,8,3,7,7,5.9
にっこり,にこにこ,8.2,8,8,8,9,8,6,7,6,7,9,7.6
どうか,何とぞ,7.8,8,8,7,9,7,7,7,6,8,7,7.4
全体的に,全般的に,7.2,8,6,6,9,7,6,8,7,8,10,7.5
しばしば,まあまあ,6.2,7,7,6,6,5,6,7,3,5,7,5.9
今現在,今や,7.4,8,6,7,9,7,6,10,7,8,10,7.8
しっかり,絶対,5.6,6,4,7,5,6,4,6,2,5,7,5.2
ぐんと,大幅に,7,7,6,8,8,6,7,5,6,7,5,6.5
充分,思い切り,5.6,7,4,6,6,5,5,7,2,8,7,5.7
少々,いささか,6.4,8,6,6,8,4,5,7,6,8,7,6.5
あいにく,生憎,10,10,10,10,10,10,10,10,10,10,10,10.0
何とか,なんとか,10,10,10,10,10,10,10,10,10,10,10,10.0
どうか,何とか,7.2,8,6,8,9,5,8,7,8,8,7,7.4
断じて,毅然と,5.4,7,4,8,8,0,7,8,6,8,7,6.3
現在は,今日では,6.8,8,5,5,9,7,7,9,8,8,10,7.6
なんせ,いかんせん,5.8,8,5,6,5,5,7,8,8,8,5,6.5
絶対に,頑として,7.4,7,6,9,8,7,6,9,8,7,7,7.4
ぐんと,劇的に,7.2,8,6,8,8,6,7,7,5,7,5,6.7
たまに,時折,8,8,7,8,9,8,7,8,6,8,6,7.5
いかにも,さも,7.6,8,6,7,9,8,6,8,7,8,5,7.2
あたかも,まさしく,3.8,8,6,5,0,0,6,8,4,0,6,4.3
なんとも,どうにも,7,6,7,7,8,7,7,7,6,9,7,7.1
今は,もはや,5.6,7,6,5,5,5,6,6,8,2,4,5.4
たくさん,ぎっしりと,7,8,6,6,9,6,7,8,6,8,7,7.1
何しろ,いかんせん,6.8,8,6,6,8,6,6,8,8,7,5,6.8
順に,順次,8.2,8,7,9,9,8,7,9,7,9,9,8.2
少々,少しばかり,7.8,8,6,9,8,8,7,8,7,9,8,7.8
現に,実際,7.6,7,5,8,9,9,6,7,8,9,3,7.1
結局,所詮,7.4,7,6,8,9,7,6,6,9,9,5,7.2
今や,よもや,5.4,7,6,7,7,0,7,2,8,0,3,4.7
時々,度々,3.8,7,5,7,0,0,6,9,2,0,8,4.4
全体的に,概ね,7.2,7,5,8,9,7,6,9,8,9,7,7.5
いかにも,実に,4.2,6,6,2,7,0,5,6,6,5,5,4.8
ずらりと,いっぱい,5,8,5,5,7,0,6,7,6,8,7,5.9
全体として,おしなべて,7,7,6,7,7,8,5,8,9,9,7,7.3
勿論,確実に,5,7,5,6,7,0,6,6,7,8,8,6.0
しょせん,結局は,6.8,6,5,8,9,6,6,4,7,9,7,6.7
かなり,少々,0.8,0,3,1,0,0,1,2,2,0,0,0.9
何とか,辛くも,6.6,7,6,6,7,7,7,8,3,9,5,6.5
たくさん,度々も,6.6,7,6,7,7,6,5,6,4,0,5,5.3
きょうび,現在は,6.4,8,4,7,7,6,5,9,8,9,10,7.3
いまや,もはや,7.2,8,6,7,8,7,5,4,7,8,3,6.3
びっしり,細密に,6,7,4,7,8,4,2,8,5,7,7,5.9
少々,まあまあ,5.8,8,5,6,4,6,3,5,3,3,5,4.8
何かと,色々と,6.8,8,5,8,8,5,6,7,6,8,7,6.8
ぐっと,いっそう,4.6,3,4,8,8,0,6,6,7,9,5,5.6
実に,すっかり,3,6,6,3,0,0,4,6,6,0,7,3.8
まさに,事実,4.6,8,5,5,5,0,6,7,7,8,6,5.7
頑として,断じて,6.6,7,6,6,8,6,7,9,7,8,7,7.1
しっかり,必ず,6.4,8,6,6,5,7,5,7,3,7,7,6.1
しっかりと,いっそう,3.2,7,5,3,1,0,3,5,3,7,7,4.1
さほどは,さほど,8.6,9,8,9,9,8,9,9,6,8,10,8.5
総じて,概して,7.6,7,5,9,9,8,6,9,7,9,8,7.7
ぐっと,急に,4,3,5,8,4,0,7,5,6,1,5,4.4
色々と,しばしば,3.4,7,4,1,5,0,2,3,4,0,3,2.9
ずっと,劇的に,4,7,5,0,8,0,1,4,5,0,3,3.3
色々と,頻繁に,4.6,7,4,5,7,0,2,7,3,0,3,3.8
しょせん,しょせんは,8.8,9,8,9,10,8,9,9,6,9,10,8.7
何とも,何故だか,5.2,7,6,8,5,0,3,5,4,0,7,4.5
既に,もはや,7.2,7,6,8,9,6,6,8,6,7,5,6.8
断固,頑として,7.6,8,6,8,8,8,6,9,8,9,7,7.7
概ね,総じて,7.4,7,5,8,9,8,7,8,9,9,7,7.7
おおむね,全般的に,7.6,8,5,8,9,8,6,8,8,9,8,7.7
総じて,一般に,7.6,7,6,9,9,7,6,8,7,9,7,7.5
どうにか,なんとか,7.4,8,7,7,9,6,7,7,7,9,7,7.4
まさに,正しく,7.4,9,6,3,9,10,4,7,6,5,5,6.4
ぎりぎりで,辛うじて,7.4,7,6,7,9,8,7,9,7,8,6,7.4
いっせいに,大量に,5.4,6,6,2,8,5,2,5,6,2,6,4.8
全般的に,概して,7.4,8,5,7,9,8,5,9,7,9,7,7.4
ほぼ,だいたい,7.6,8,7,8,7,8,7,9,7,5,8,7.4
何かと,とかく,6.2,7,5,5,8,6,6,8,7,8,7,6.7
丸ごと,完全に,6,6,5,5,9,5,6,9,6,8,8,6.7
丸ごと,ありのままに,4.6,7,4,5,7,0,7,8,5,7,8,5.8
さも,まことに,3.8,7,5,4,3,0,4,5,6,0,4,3.8
だいたい,主に,7.2,8,6,6,8,8,6,8,7,9,7,7.3
まるで,いかにも,6.8,6,6,6,9,7,6,8,7,8,7,7.0
本当に,絶対に,5,3,6,4,9,3,1,8,6,5,7,5.2
全体的に,あらかた,7,6,6,6,9,8,5,4,7,7,8,6.6
とっくに,今や,4.4,2,5,3,6,6,6,6,7,1,5,4.7
順に,逐次,7.8,7,6,9,9,8,7,9,8,1,8,7.2
確実に,断固,5.6,6,5,6,6,5,5,7,6,1,7,5.4
少し,わずかばかり,7,7,6,7,8,7,6,8,6,9,8,7.2
びっしり,ぎっしり,7.6,8,6,7,9,8,7,9,7,9,9,7.9
多くが,全体的に,7.8,7,7,8,9,8,4,8,7,8,8,7.4
一斉に,荘厳に,1.6,3,5,0,0,0,0,2,2,0,2,1.4
十分に,思いっきりに,5.6,7,5,2,7,7,5,8,6,7,7,6.1
ぐんと,いっそう,4.6,7,6,5,5,0,6,8,6,7,5,5.5
今や,きょうび,6.8,8,6,6,8,6,6,9,7,8,10,7.4
まあまあ,少し,5.6,7,6,6,2,7,7,7,6,5,6,5.9
どうやら,なんせ,4.8,7,6,1,5,5,3,6,2,0,6,4.1
わずかに,いささか,6,8,6,2,8,6,5,5,3,9,7,5.9
時々,時おり,7.8,8,7,9,8,7,6,9,8,8,9,7.9
どうやら,何しろ,4,7,6,1,0,6,3,6,2,0,6,3.7
今では,きょうび,7,8,6,5,9,7,6,9,8,9,10,7.7
全部,丸ごと,9,10,10,7,10,8,10,10,8,8,9,9.0
やや,いささか,5.4,6,5,7,7,2,7,9,6,8,6,6.3
あらかた,トータル的に,6.6,4,8,8,7,6,3,5,7,0,7,5.5
もはや,すでに,8,9,9,7,8,7,4,8,8,0,7,6.7
ぜんぜん,たいして,5.8,7,2,7,5,8,3,5,7,2,6,5.2
特に,専ら,5.2,5,8,8,3,2,3,2,8,0,5,4.4
絶対,確実に,9,9,9,9,10,8,7,9,9,8,7,8.5
どうか,なんとか,7.2,6,8,9,7,6,8,5,8,9,5,7.1
度々も,頻繁に,6.8,7,8,8,8,3,9,0,7,9,5,6.4
よく,たびたび,7,8,8,8,8,3,7,0,8,9,6,6.5
すでに,既に,10,10,10,10,10,10,10,10,10,10,10,10.0
時々,常に,1.4,0,1,0,3,3,4,0,2,0,3,1.6
たくさん,大胆に,3.6,2,3,6,5,2,7,0,2,0,0,2.7
かなり,しっかりと,4,6,1,5,6,2,8,1,4,0,5,3.8
全て,そのままを,4.6,4,6,4,9,0,9,1,5,0,5,4.3
主として,専ら,8.2,8,9,8,10,6,8,8,7,9,5,7.8
たくさん,思う存分に,6,7,2,7,8,6,8,6,6,2,1,5.3
しっかりと,十分に,7.2,8,7,6,10,5,9,4,6,8,7,7.0
全般的に,全て,8.2,9,8,8,9,7,7,8,7,5,8,7.6
ぎっしり,ぎっしりと,9.8,10,10,10,10,9,10,10,7,10,9,9.5
必ず,頑として,4,1,1,8,5,5,7,4,6,1,1,3.9
一般的に,総じて,7.6,7,9,8,10,4,6,9,7,3,3,6.6
時々,頻繁に,1.2,0,0,0,3,3,6,8,3,0,0,2.3
特に,主に,5.6,0,7,9,8,4,9,8,7,0,0,5.2
わずかに,かすかに,8.4,10,9,8,8,7,9,8,7,9,7,8.2
きっぱり,頑として,8.2,10,9,8,8,6,9,7,8,1,2,6.8
もう,すっかり,6,9,3,7,6,5,8,2,7,2,5,5.4
全部,何もかも,8.8,10,9,8,9,8,9,9,6,9,9,8.6
何とぞ,なんとか,8.8,9,10,9,9,7,9,9,7,5,3,7.7
それほど,さほど,8.8,10,9,8,10,7,8,8,7,9,7,8.3
現在は,もはや,4.8,8,9,5,0,2,7,3,8,6,1,4.9
何もかも,ありのままに,5.4,8,8,8,0,3,8,0,7,6,0,4.8
そのままを,ありのままに,8.4,10,9,8,9,6,9,9,6,6,0,7.2
さほど,大して,8,10,9,7,8,6,9,9,7,7,5,7.7
まるで,あたかも,8,9,9,8,9,5,8,9,7,8,0,7.2
まさしく,さも,4.6,0,6,8,7,2,4,1,3,0,3,3.4
よく,たまに,1,0,0,1,1,3,0,0,2,1,0,0.8
まるで,さも,7.2,9,9,7,9,2,8,9,7,6,0,6.6
常に,度々,5.6,2,8,7,8,3,7,0,6,6,3,5.0
どうせ,結局,6.8,9,8,4,8,5,10,9,7,6,3,6.9
結局は,しょせんは,7.6,10,10,5,8,5,8,9,8,6,5,7.4
だいぶ,かなり,8.4,10,9,7,9,7,7,9,7,7,7,7.9
今では,既に,5.2,6,5,7,4,4,8,1,7,6,1,4.9
いかにも,あからさまに,5.6,8,3,8,5,4,7,1,2,7,3,4.8
少々,若干,8.6,10,8,8,10,7,9,8,7,9,7,8.3
いっぱいに,たくさん,8.8,10,9,8,10,7,9,9,7,9,8,8.6
大量に,細密に,2.2,0,0,2,5,4,5,0,4,0,0,2.0
充分に,精一杯,6.4,5,8,7,7,5,9,2,6,3,0,5.2
今では,いまや,8.4,9,9,8,10,6,9,9,8,7,5,8.0
どうせ,どだい,7.6,8,9,8,8,5,8,9,8,7,7,7.7
まさに,実際に,5.2,3,7,6,6,4,7,5,6,6,1,5.1
時々,しばしば,5,10,0,2,7,6,9,8,3,3,5,5.3
かなり,いささか,2.4,7,0,1,0,4,1,0,3,1,1,1.8
きっぱり,断じて,8.2,8,9,8,10,6,9,9,7,8,5,7.9
一段と,急に,5.8,8,8,3,6,4,8,5,7,0,5,5.4
総じて,トータル的に,9,10,10,9,10,6,10,9,8,9,5,8.6
どうにか,辛うじて,8.4,9,10,8,9,6,5,9,7,8,7,7.8
ぎりぎり,辛うじて,8.4,9,9,8,10,6,9,9,7,8,7,8.2
ぐんと,しっかりと,5.2,5,0,8,9,4,7,6,3,6,3,5.1
もはや,現在では,6,7,5,7,7,4,7,3,7,6,3,5.6
急に,ずっと,0,0,0,0,0,0,0,3,2,0,1,0.6
少し,多少,6.2,1,5,8,9,8,8,9,6,6,7,6.7
確実に,断然,6,4,7,7,8,4,8,7,7,6,5,6.3
まったく,どうにも,7,6,8,8,8,5,7,8,6,7,5,6.8
必ず,絶対に,9.2,10,10,8,10,8,8,9,7,9,8,8.7
次々,順に,7.4,8,8,7,8,6,8,9,7,2,6,6.9
よく,しょっちゅう,8.6,10,8,8,10,7,8,8,6,8,8,8.1
それほど,そんなには,8.6,9,9,8,9,8,9,8,7,8,6,8.1
結局は,所詮,8.2,9,10,5,10,7,8,9,7,9,6,8.0
常に,頻繁に,8,9,9,6,10,6,8,9,6,8,8,7.9
しばしば,度々,7.8,10,5,9,8,7,2,9,8,9,6,7.3
とても,しっかりと,6.6,8,5,9,6,5,7,7,5,5,5,6.2
すべて,丸ごと,9.2,10,9,9,10,8,9,9,6,9,8,8.7
今も,現に,6,5,8,3,7,7,7,9,6,8,5,6.5
絶対,断然,7.6,9,8,8,6,7,8,8,7,7,3,7.1
全体的に,全体として,9.2,10,10,9,10,7,10,9,9,9,9,9.2
あまり,そんなには,8,8,9,8,9,6,9,9,7,6,6,7.7
本当に,断固,5.4,7,4,8,3,5,7,8,6,6,2,5.6
すでに,実際,3.8,6,6,1,0,6,8,7,6,1,1,4.2
なんにも,何とも,6.8,7,6,7,6,8,7,6,7,6,3,6.3
